"Наименование","ДатаПоставки","Цена","ОбъемЗаказа"
"Лестница подъемная 3537.17.00.200-02СБ Э","2020-05-20 00:00:00","26942,67516","1"
"Лестница подъемная 3537.17.00.200-02СБ Э","13.05.2020","26942,67516","1"
"Лестница подъемная 3537.17.00.200-02СБ Э","19.11.2021","55414,01274","2"
"Лестница подъемная 3537.17.00.200-02СБ Э","2021-12-15 00:00:00","55414,01274","2"
"Лестница РК-","18.04.2021","17324,84076","2"
"Лестница РК-","2021-04-30 00:00:00","17324,84076","2"
"Лестница РК-","2021-07-05 00:00:00","17324,84076","3"
"МАНЖЕТА 1.2-110Х135-3 Г8752 АРМ","2017-05-17 00:00:00","32,48407643","2"
"Маслоотделитель 114.00088","2021-07-02 00:00:00","8121,019108","2"
"Маслоотделитель 114.00088","04.06.2021","8121,019108","2"
"МАСЛООТДЕЛИТЕЛЬ 114.00088","2016-08-30 00:00:00","3426,751592","3"
"МАСЛООТДЕЛИТЕЛЬ 114.00088","2016-08-30 00:00:00","3426,751592","1"
"МАСЛООТДЕЛИТЕЛЬ 114.00088","2017-02-28 00:00:00","3152,866242","1"
"МАСЛООТДЕЛИТЕЛЬ 114.00088","2017-05-15 00:00:00","3152,866242","1"
"Механизм","16.03.2020","126531,2102","2"
"Механизм","2020-03-25 00:00:00","126531,2102","2"
"МЕХАНИЗМ ЗАПАСОВКИ КАНАТОВ ","2017-03-01 00:00:00","86335,03185","1"
"МЕХАНИЗМ ЗАПАСОВКИ КАНАТОВ ","2018-11-10 00:00:00","141268,1529","2"
"МЕХАНИЗМ ЗАПАСОВКИ КАНАТОВ ","2017-03-05 00:00:00","97189,80892","1"
"МЕХАНИЗМ ЗАПАСОВКИ КАНАТОВ ","2016-10-01 00:00:00","86335,03185","1"
"МЕХАНИЗМ ЗАПАСОВКИ КАНАТОВ ","2017-07-10 00:00:00","101077,707","1"
"МЕХАНИЗМ ЗАПАСОВКИ КАНАТОВ ","2017-09-13 00:00:00","101077,707","2"
"Муфта  3536.08.00.300СБ","2019-07-10 00:00:00","233355,414","2"
"Муфта  3536.08.00.300СБ","2019-06-19 00:00:00","229936,3057","2"
"Муфта  3536.08.00.300СБ","2018-12-31 00:00:00","136942,6752","2"
"МУФТА 11075.67.100-1СБ","2018-12-27 00:00:00","460738,8535","4"
"Муфта 11077.26.55СБ","2021-06-01 00:00:00","174757,4841","1"
"Муфта 11077.26.55СБ","28.05.2021","174757,4841","1"
"Муфта 11077.26.55СБ","2021-12-20 00:00:00","290445,8599","2"
"Муфта 3536.08.00.300СБ","2019-04-15 00:00:00","136942,6752","1"
"Муфта 3536.08.00.300СБ","2019-11-15 00:00:00","136942,6752","1"
"Муфта 3536.22.00.300","2019-04-25 00:00:00","143949,0446","2"
"Муфта 3536.22.00.300","2021-05-15 00:00:00","149044,586","1"
"Муфта 3536.22.00.300","11.07.2019","143949,0446","1"
"Муфта 3536.22.00.300","2019-07-15 00:00:00","143949,0446","1"
"Муфта 3536.22.00.300","2019-02-15 00:00:00","143949,0446","1"
"Муфта 3536.22.00.300","02.07.2018","290698,7261","1"
"Муфта 3536.22.00.300","02.03.2019","143949,0446","1"
"Муфта 3536.22.00.300","16.04.2019","143949,0446","2"
"Муфта 3536.22.00.400","02.03.2019","143949,0446","1"
"Муфта 3536.22.00.400","2019-02-15 00:00:00","143949,0446","1"
"Муфта 3536.22.00.400","08.07.2019","143949,0446","1"
"Муфта 3536.22.00.400","2019-07-15 00:00:00","143949,0446","1"
"Муфта 3536.22.00.400","2019-04-25 00:00:00","143949,0446","2"
"Муфта 3536.22.00.400","2021-05-15 00:00:00","149044,586","1"
"Муфта 3536.58.00.140","2020-03-20 00:00:00","21019,10828","4"
"МУФТА ВАЛА УПРУГ 3536.08.00.300 СБ","2017-03-30 00:00:00","126242,0382","1"
"МУФТА ВАЛА УПРУГ 3536.08.00.300 СБ","2017-01-01 00:00:00","126242,0382","1"
"МУФТА ВАЛА УПРУГ 3536.08.00.300 СБ","2017-03-20 00:00:00","126242,0382","1"
"Муфта ЖАИЕ.303526.001","14.05.2019","152866,242","2"
"Муфта ЖАИЕ.303526.001","02.07.2021","227388,535","1"
"Муфта ЖАИЕ.303526.001","2019-04-15 00:00:00","152866,242","2"
"Муфта ЖАИЕ.303526.001","2021-12-20 00:00:00","227388,535","1"
"Муфта ЖАИЕ.303526.001","2021-07-05 00:00:00","227388,535","1"
"Муфта ЖАИЕ.303526.001","2020-03-20 00:00:00","216560,5096","4"
"Муфта ЖАИЕ.303526.001","2021-12-20 00:00:00","227388,535","1"
"Муфта ЖАИЕ.303526.001-03","2020-03-20 00:00:00","216560,5096","4"
"Муфта ЖАИЕ.303526.001-03","26.03.2020","216560,5096","4"
"Муфта ЖАИЕ.303526.001-03","2021-12-20 00:00:00","227388,535","1"
"Муфта ЖАИЕ.303526.001-03","2021-12-20 00:00:00","249363,0573","1"
"Муфта ЖАИЕ.303526.001-03","2019-04-15 00:00:00","152866,242","2"
"Муфта ЖАИЕ.303526.001-03","2021-07-05 00:00:00","227388,535","1"
"Муфта ЖАИЕ.303526.001-12","2020-03-20 00:00:00","140764,3312","1"
"МУФТА ЗУБЧ МЗ-3","2021-08-30 00:00:00","7961,783439","10"
"МУФТА ЗУБЧ МЗ-5","2016-08-30 00:00:00","9745,22293","2"
"МУФТА ЗУБЧ МЗ-8","2016-07-30 00:00:00","24182,2293","4"
"Муфта ТРМЗ 3536.22.00.300","2017-12-30 00:00:00","290698,7261","1"
"Муфта ТРМЗ 3536.22.00.300","2019-06-19 00:00:00","229936,3057","2"
"Муфта ТРМЗ 3536.22.00.300","2019-01-21 00:00:00","307205,7325","2"
"Муфта ТРМЗ 3536.22.00.300","2018-12-31 00:00:00","143949,0446","2"
"Муфта ТРМЗ 3536.22.00.400","2017-12-30 00:00:00","290698,7261","1"
"Муфта ТРМЗ 3536.22.00.400","2018-12-31 00:00:00","143949,0446","2"
"Муфта ТРМЗ 3536.22.00.400","2019-06-19 00:00:00","229936,3057","2"
"Муфта ТРМЗ 3536.22.00.400","2019-07-10 00:00:00","307205,7325","2"
"МУФТА УПРУГАЯ 3536.22.00.300","2017-01-01 00:00:00","146496,8153","5"
"МУФТА УПРУГАЯ 3536.22.00.300","2017-02-25 00:00:00","146496,8153","5"
"МУФТА УПРУГАЯ 3536.22.00.300","2016-04-30 00:00:00","163162,4204","3"
"МУФТА УПРУГАЯ 3536.22.00.300","2017-02-10 00:00:00","146496,8153","2"
"МУФТА УПРУГАЯ 3536.22.00.300","2016-04-30 00:00:00","163162,4204","2"
"МУФТА УПРУГАЯ 3536.22.00.400","2017-02-10 00:00:00","152866,242","2"
"МУФТА УПРУГАЯ 3536.22.00.400","2017-01-01 00:00:00","152866,242","5"
"МУФТА УПРУГАЯ 3536.22.00.400","2017-02-25 00:00:00","152866,242","5"
"МУФТА УПРУГАЯ 3536.22.00.400","2016-04-30 00:00:00","163162,4204","3"
"МУФТА УПРУГАЯ 3536.22.00.400","2016-04-30 00:00:00","163162,4204","2"
"МУФТА УПРУГАЯ 3536.58.00.200СБ","2016-07-30 00:00:00","149681,5287","1"
"МУФТА УПРУГАЯ 3536.58.00.200СБ","2016-07-30 00:00:00","149681,5287","1"
"МУФТА УПРУГАЯ 3536.58.00.200СБ","2016-07-30 00:00:00","149681,5287","1"
"МУФТА УПРУГАЯ 3536.58.00.200СБ","2016-07-30 00:00:00","149681,5287","1"
"НАКЛАДКА БОКОВ КОВШ 3711.33.00.004","2018-04-30 00:00:00","17769,42675","4"
"НАКЛАДКА БОКОВ КОВШ 3711.33.00.004","2019-02-15 00:00:00","18657,89809","20"
"НАКЛАДКА БОКОВ КОВШ 3711.33.00.004","2019-01-30 00:00:00","17197,45223","20"
"НАКЛАДКА БОКОВ КОВШ 3711.33.00.004","2017-09-15 00:00:00","17769,42675","6"
"Накладка боковая 11078.51.512 ","2019-07-31 00:00:00","26501,91083","3"
"Накладка боковая 11078.51.512 ","02.08.2019","26501,91083","2"
"Накладка боковая 11078.51.513 ","2019-07-31 00:00:00","26501,91083","3"
"Накладка боковая 11078.51.513 ","22.08.2019","26501,91083","2"
"Накладка боковая 11078.51.513 ","12.07.2019","26501,91083","1"
"Накладка боковая 11078.51.514 ","02.08.2019","37591,0828","3"
"Накладка боковая 11078.51.514 ","12.07.2019","37591,0828","3"
"Накладка боковая 11078.51.514 ","2019-07-31 00:00:00","37591,0828","6"
"Накладка боковая 3711.33.00.002 ","13.11.2018","28662,42038","6"
"Накладка боковая 3711.33.00.002 ","26.04.2018","27014,01274","10"
"Накладка боковая 3711.33.00.004 ","08.11.2019","17197,45223","4"
"Накладка боковая 3711.33.00.004 ","2019-03-15 00:00:00","17197,45223","4"
"Накладка боковая 3711.33.00.004 ","2019-07-15 00:00:00","17197,45223","4"
"Накладка боковая 3711.33.00.004 ","2019-05-16 00:00:00","17197,45223","4"
"Накладка боковая 3711.33.00.004 ","2019-11-15 00:00:00","17197,45223","4"
"НАКЛАДКА БОКОВАЯ ЛЕВАЯ 3711.33.00.003","2019-02-15 00:00:00","30095,5414","20"
"НАКЛАДКА БОКОВАЯ ЛЕВАЯ 3711.33.00.003","2018-11-15 00:00:00","28662,42038","4"
"НАКЛАДКА БОКОВАЯ ЛЕВАЯ 3711.33.00.003","2018-04-05 00:00:00","27014,01274","10"
"НАКЛАДКА БОКОВАЯ ЛЕВАЯ 3711.33.00.003","2018-04-30 00:00:00","27014,01274","10"
"НАКЛАДКА БОКОВАЯ ЛЕВАЯ 3711.33.00.003","2017-09-15 00:00:00","27014,01274","4"
"НАКЛАДКА БОКОВАЯ ПРАВАЯ 3711.33.00.002","2018-11-15 00:00:00","28662,42038","6"
"НАКЛАДКА БОКОВАЯ ПРАВАЯ 3711.33.00.002","2018-04-05 00:00:00","27014,01274","10"
"НАКЛАДКА БОКОВАЯ ПРАВАЯ 3711.33.00.002","2018-04-30 00:00:00","27014,01274","10"
"НАКЛАДКА БОКОВАЯ ПРАВАЯ 3711.33.00.002","2019-02-15 00:00:00","30095,5414","20"
"НАКЛАДКА БОКОВАЯ ПРАВАЯ 3711.33.00.002","2017-09-15 00:00:00","27014,01274","4"
"НАКЛАДКА МЕЖЗУБ 3711.33.00.001","2018-12-27 00:00:00","14887,89809","15"
"НАКЛАДКА МЕЖЗУБ 3711.33.00.001","2019-02-15 00:00:00","15632,29299","40"
"НАКЛАДКА МЕЖЗУБ 3711.33.00.001","2018-02-05 00:00:00","13375,79618","20"
"НАКЛАДКА МЕЖЗУБ 3711.33.00.001","2018-12-31 00:00:00","13375,79618","40"
"НАКЛАДКА МЕЖЗУБ 3711.33.00.001","2017-09-15 00:00:00","14887,89809","15"
"Накладка межзуб. 11078.51.511 ","2019-07-31 00:00:00","29262,42038","15"
"Накладка межзуб. 11078.51.511 ","12.07.2019","29262,42038","6"
"Накладка межзуб. 3711.33.00.001-02 ","2019-08-15 00:00:00","24926,75159","20"
"Накладка межзуб. 3711.33.00.001-02 ","02.08.2019","24926,75159","5"
"Накладка межзуб. 3711.33.00.001 ","2019-04-15 00:00:00","14887,89809","8"
"Накладка нижняя 3711.33.00.009 ","2019-08-15 00:00:00","40786,6242","8"
"Накладка нижняя 3711.33.00.011 ","2019-08-15 00:00:00","40786,6242","8"
"Накладка нижняя 3711.33.00.011 ","02.08.2019","40786,6242","8"
"Напорная ось 63,64 черт.3646.03.04.002","2019-07-10 00:00:00","671296,1783","2"
"Напорная ось 65,66 черт.3646.03.04.021","2019-06-10 00:00:00","653964,3312","1"
"Направляющая 3550.05.02.039-02 ","16.09.2019","65769,42675","1"
"Направляющая 3550.05.02.039-02 ","2019-09-20 00:00:00","65769,42675","1"
"ОБОЙМА ","2017-12-20 00:00:00","1993522,293","1"
"Обойма 1080.30.07 ","2021-04-20 00:00:00","7757,961783","4"
"Обойма 1080.33.82","2020-10-20 00:00:00","3276,006369","2"
"Обойма 3532.21.00.100СБ","2021-07-10 00:00:00","264331,2102","1"
"Обойма 3532.21.00.100СБ","2020-07-20 00:00:00","248407,6433","1"
"Обойма 3532.21.00.100СБ","10.04.2019","248407,6433","1"
"Обойма 3532.21.00.100СБ","2019-04-30 00:00:00","248407,6433","1"
"Обойма 3532.21.00.100СБ","17.09.2018","230766,879","2"
"Обойма 3532.21.00.100СБ","2019-07-30 00:00:00","248407,6433","1"
"Обойма 3532.21.00.100СБ","22.08.2018","605095,5414","1"
"Обойма 3532.21.00.100СБ","12.06.2021","264331,2102","1"
"Обойма 3711.21.00.000-01 ","2022-01-10 00:00:00","2226609,554","1"
"Обойма 3711.21.00.000-01 ","15.04.2018","1993522,293","1"
"Обойма 3711.21.00.000-01 ","2023-12-31 00:00:00","2226609,554","1"
"Обойма 3711.21.00.000-01 ","2023-12-31 00:00:00","2226609,554","1"
"Обойма 3711.21.00.100","2021-10-10 00:00:00","536032,4841","1"
"ОБОЙМА С БЛОКАМИ 3711.21.00.100","2016-12-20 00:00:00","471611,465","1"
"Обойма ТРМЗ 3532.21.00.100СБ","","248407,6433","2"
"Обойма ТРМЗ 3532.21.00.100СБ","2018-08-10 00:00:00","605095,5414","1"
"Обойма ТРМЗ 3532.21.00.100СБ","2018-08-20 00:00:00","230766,879","2"
"Обойма ТРМЗ 3532.21.00.100СБ","2019-06-10 00:00:00","378497,4522","2"
"ОБОЙМА УРАВНИТ 3532.21.00.100СБ","2018-05-15 00:00:00","301852,8662","1"
"ОБОЙМА УРАВНИТ 3532.21.00.100СБ","2017-05-25 00:00:00","301852,8662","1"
"ОБОЙМА УРАВНИТ 3532.21.00.100СБ","2017-07-31 00:00:00","301852,8662","1"
"ОБОЙМА УРАВНИТ 3532.21.00.100СБ","2016-06-10 00:00:00","230766,879","1"
"ОБОЙМА УРАВНИТ 3532.21.00.100СБ","2016-07-25 00:00:00","230766,879","1"
"Оболочка  570004053","2018-05-20 00:00:00","26751,59236","2"
"ОБОЛОЧКА РЕЗИНОКОРД. 570004053 РЕВЕРС.","2017-02-28 00:00:00","21496,81529","4"
"ОБОЛОЧКА РЕЗИНОКОРД. 570004053 РЕВЕРС.","2017-03-02 00:00:00","21496,81529","2"
"ОБОЛОЧКА РЕЗИНОКОРД. 570004053 РЕВЕРС.","2016-12-15 00:00:00","21496,81529","2"
"ОБОЛОЧКА РЕЗИНОКОРД. 570004053 РЕВЕРС.","2016-06-10 00:00:00","18490,44586","2"
"ОБОЛОЧКА РЕЗИНОКОРД. 570004053 РЕВЕРС.","2017-03-05 00:00:00","21496,81529","6"
"Оболочка ЭМ 630х210 левая","2018-12-16 00:00:00","26114,64968","4"
"Оболочка ЭМ 630х210 левая","2019-05-10 00:00:00","37996,81529","4"
"Оболочка ЭМ 630х210 правая","2019-01-21 00:00:00","37996,81529","4"
"Оболочка ЭМ 630х210 правая","2018-12-31 00:00:00","26114,64968","4"
"ОБОЛОЧКА ЭМ630Х210 570004057","2016-12-25 00:00:00","7388,535032","2"
"ОБОЛОЧКА ЭМ630Х210 570004057","2017-01-20 00:00:00","7388,535032","2"
"ОБОЛОЧКА ЭМ630Х210 570004057","2017-03-02 00:00:00","7388,535032","2"
"ОБОЛОЧКА ЭМ630Х210 570004057","2017-02-20 00:00:00","25477,70701","2"
"Опора 1900-3.18","2019-04-20 00:00:00","264968,1529","1"
"Ось  11075.28.40-1","2018-05-15 00:00:00","57324,84076","10"
"Ось  11075.28.40-1","2018-11-01 00:00:00","148133,758","1"
"Ось  11075.28.40-1","2018-11-10 00:00:00","57324,84076","10"
"Ось  11075.28.40-1","2018-04-30 00:00:00","57324,84076","1"
"Ось  3519.05.02.082","2019-06-09 00:00:00","63057,32484","30"
"Ось  3519.05.02.082","2019-01-21 00:00:00","142976,4331","30"
"Ось  3519.05.02.082","2018-07-06 00:00:00","140809,5541","5"
"Ось  3519.05.02.082","2019-03-01 00:00:00","66242,03822","30"
"Ось  3519.05.02.082","2018-08-17 00:00:00","45859,87261","25"
"Ось  3519.05.02.082","2018-10-05 00:00:00","45859,87261","10"
"Ось  3519.05.02.082","2018-09-30 00:00:00","45859,87261","8"
"Ось  3519.05.02.082","2018-06-15 00:00:00","45859,87261","8"
"Ось  3519.05.02.082","2018-11-10 00:00:00","140809,5541","10"
"Ось  3519.21.00.009","2019-01-21 00:00:00","39473,88535","20"
"Ось  3519.21.00.009","2019-06-09 00:00:00","12101,91083","20"
"Ось  3519.21.00.009","2019-01-15 00:00:00","24968,15287","20"
"Ось  3519.21.00.025","2019-05-20 00:00:00","19171,97452","60"
"Ось  3519.21.00.025","2018-11-30 00:00:00","9299,363057","8"
"Ось  3519.21.00.025","2018-06-10 00:00:00","25477,70701","5"
"Ось  3519.21.00.025","2018-12-10 00:00:00","25477,70701","5"
"Ось  3519.21.00.025","2018-07-10 00:00:00","9299,363057","15"
"Ось  3519.21.00.025","2018-06-10 00:00:00","25477,70701","3"
"Ось  3519.21.00.025","2018-07-30 00:00:00","12101,91083","20"
"Ось  3519.21.00.025","2019-06-10 00:00:00","41996,17834","60"
"Ось  3519.21.00.025","2019-01-15 00:00:00","26751,59236","60"
"Ось  3536.03.00.001","2018-02-27 00:00:00","235031,8471","2"
"Ось  3536.03.00.001","2019-06-19 00:00:00","305732,4841","4"
"Ось  3536.03.00.001","2019-01-21 00:00:00","361656,6879","4"
"Ось  3536.03.00.001","2018-12-05 00:00:00","183439,4904","1"
"Ось  3536.03.00.001","2018-12-10 00:00:00","189808,9172","2"
"Ось  3536.03.00.001","2018-12-10 00:00:00","189808,9172","2"
"Ось  3536.03.00.001","2018-07-10 00:00:00","235031,8471","2"
"ОСЬ 005-01.01.1036","2017-11-20 00:00:00","12659,23567","1"
"ОСЬ 005-01.01.1036","2017-11-20 00:00:00","12659,23567","1"
"ОСЬ 005-01.01.1036","2016-04-10 00:00:00","12611,46497","4"
"ОСЬ 005-01.01.1036","2017-11-20 00:00:00","12659,23567","1"
"ОСЬ 005-01.01.1036","2017-11-20 00:00:00","12659,23567","1"
"Ось 1080.33.16СБ ","2019-10-15 00:00:00","262356,6879","1"
"Ось 1080.33.16СБ ","16.10.2019","262356,6879","1"
"Ось 1080.33.17","2021-06-20 00:00:00","270063,6943","1"
"Ось 1080.33.17","14.04.2020","270063,6943","2"
"Ось 1080.33.17","15.03.2021","270063,6943","1"
"Ось 1080.33.17","2020-07-15 00:00:00","270063,6943","2"
"ОСЬ 11075.02.25","2017-07-01 00:00:00","59732,48408","1"
"Ось 11075.28.14-1 ","2021-12-20 00:00:00","238853,5032","2"
"Ось 11075.28.14-2 ","2020-01-20 00:00:00","354214,0127","1"
"Ось 11075.28.40-1","2022-01-15 00:00:00","118987,2611","2"
"Ось 11075.28.40-1","13.05.2020","124840,7643","4"
"Ось 11075.28.40-1","2020-05-15 00:00:00","124840,7643","4"
"Ось 11075.28.40-1","14.09.2018","148133,758","1"
"ОСЬ 150Х380 Г34-44-01/3532.21.00.012","2016-04-10 00:00:00","7165,605096","1"
"ОСЬ 150Х380 Г34-44-01/3532.21.00.012","2017-05-30 00:00:00","8821,656051","10"
"ОСЬ 150Х380 Г34-44-01/3532.21.00.012","2016-12-10 00:00:00","7165,605096","20"
"ОСЬ 150Х380 Г34-44-01/3532.21.00.012","2016-04-10 00:00:00","7165,605096","2"
"ОСЬ 150Х380 Г34-44-01/3532.21.00.012","2016-04-10 00:00:00","7165,605096","2"
"ОСЬ 150Х380 Г34-44-01/3532.21.00.012","2016-04-10 00:00:00","7165,605096","3"
"ОСЬ 150Х380 Г34-44-01/3532.21.00.012","2016-04-10 00:00:00","7165,605096","2"
"ОСЬ 150Х380 Г34-44-01/3532.21.00.012","2016-05-15 00:00:00","7165,605096","2"
"ОСЬ 150Х380 Г34-44-01/3532.21.00.012","2016-06-15 00:00:00","7165,605096","2"
"ОСЬ 150Х380 Г34-44-01/3532.21.00.012","2016-07-15 00:00:00","7165,605096","2"
"ОСЬ 150Х380 Г34-44-01/3532.21.00.012","2016-08-15 00:00:00","7165,605096","2"
"ОСЬ 150Х380 Г34-44-01/3532.21.00.012","2016-09-15 00:00:00","7165,605096","2"
"ОСЬ 200X630 3711.25.00.001","2018-04-30 00:00:00","44727,38854","2"
"ОСЬ 200X630 3711.25.00.001","2018-01-15 00:00:00","44727,38854","4"
"ОСЬ 200X630 3711.25.00.001","2018-01-15 00:00:00","44727,38854","2"
"ОСЬ 200X630 3711.25.00.001","2019-05-10 00:00:00","46692,99363","25"
"ОСЬ 200X630 3711.25.00.001","2018-04-30 00:00:00","44727,38854","4"
"ОСЬ 200X630 3711.25.00.001","2019-05-15 00:00:00","43234,3949","4"
"Ось 3519.05.02.081","2019-10-05 00:00:00","382165,6051","1"
"Ось 3519.05.02.081","2022-05-15 00:00:00","505222,9299","2"
"Ось 3519.05.02.081","2022-05-15 00:00:00","505222,9299","2"
"Ось 3519.05.02.081","2020-02-28 00:00:00","601910,828","2"
"Ось 3519.05.02.081","26.02.2020","601910,828","1"
"Ось 3519.05.02.081","11.03.2020","601910,828","1"
"Ось 3519.05.02.081","2021-08-10 00:00:00","565159,2357","1"
"Ось 3519.05.02.081","2022-05-15 00:00:00","505222,9299","2"
"Ось 3519.05.02.081","2020-02-15 00:00:00","601910,828","2"
"Ось 3519.05.02.081","2020-11-30 00:00:00","565159,2357","1"
"Ось 3519.05.02.081","2019-06-30 00:00:00","601910,828","1"
"Ось 3519.05.02.081","2020-10-10 00:00:00","565159,2357","1"
"Ось 3519.05.02.081","2019-11-30 00:00:00","601910,828","1"
"Ось 3519.05.02.081","2019-03-15 00:00:00","382165,6051","1"
"Ось 3519.05.02.081","2021-10-22 00:00:00","565159,2357","1"
"Ось 3519.05.02.081","30.03.2018","270700,6369","1"
"Ось 3519.05.02.081","05.07.2019","601910,828","1"
"Ось 3519.05.02.081","29.09.2020","565159,2357","1"
"Ось 3519.05.02.081","2019-10-05 00:00:00","601910,828","1"
"Ось 3519.05.02.081","24.11.2020","565159,2357","1"
"Ось 3519.05.02.081","2019-07-30 00:00:00","601910,828","1"
"Ось 3519.05.02.081","21.10.2021","565159,2357","1"
"Ось 3519.05.02.082","01.10.2021","44076,43312","8"
"Ось 3519.05.02.082","2019-03-23 00:00:00","66242,03822","6"
"Ось 3519.05.02.082","2019-07-15 00:00:00","66242,03822","8"
"Ось 3519.05.02.082","2021-11-10 00:00:00","44076,43312","16"
"Ось 3519.05.02.082","30.06.2021","66242,03822","4"
"Ось 3519.05.02.082","2019-04-15 00:00:00","66242,03822","7"
"Ось 3519.05.02.082","2019-02-15 00:00:00","66242,03822","8"
"Ось 3519.05.02.082","14.01.2020","66242,03822","7"
"Ось 3519.05.02.082","03.07.2019","66242,03822","8"
"Ось 3519.05.02.082","2020-01-15 00:00:00","66242,03822","7"
"Ось 3519.05.02.082","29.10.2021","44076,43312","8"
"Ось 3519.05.02.082","2021-08-20 00:00:00","40127,38854","4"
"Ось 3519.05.02.082","2021-09-05 00:00:00","44076,43312","8"
"Ось 3519.05.02.082","2019-05-15 00:00:00","57324,84076","20"
"Ось 3519.05.02.082","11.06.2019","57324,84076","10"
"Ось 3519.05.02.082","08.05.2019","57324,84076","6"
"Ось 3519.05.02.082","11.03.2019","57324,84076","2"
"Ось 3519.05.02.082","08.08.2018","45859,87261","9"
"Ось 3519.05.02.082","13.07.2018","140809,5541","5"
"Ось 3519.05.02.082","2021-07-01 00:00:00","66242,03822","8"
"Ось 3519.05.02.082","11.07.2018","45859,87261","1"
"Ось 3519.05.02.082","15.06.2018","45859,87261","2"
"Ось 3519.05.02.082","24.08.2021","40127,38854","4"
"Ось 3519.21.00.009","25.04.2019","24968,15287","5"
"Ось 3519.21.00.009","03.07.2019","24968,15287","5"
"Ось 3519.21.00.009","2019-02-15 00:00:00","24968,15287","2"
"Ось 3519.21.00.009","2019-07-15 00:00:00","24968,15287","5"
"Ось 3519.21.00.009","2019-04-15 00:00:00","24968,15287","5"
"Ось 3519.21.00.009","2019-11-15 00:00:00","24968,15287","5"
"Ось 3519.21.00.024 ","2021-04-20 00:00:00","21656,05096","6"
"Ось 3519.21.00.024 ","02.04.2021","21656,05096","6"
"Ось 3519.21.00.025","2020-03-30 00:00:00","9299,363057","6"
"Ось 3519.21.00.025","2020-03-05 00:00:00","26751,59236","10"
"Ось 3519.21.00.025","25.04.2018","25477,70701","5"
"Ось 3519.21.00.025","13.06.2018","25477,70701","8"
"Ось 3519.21.00.025","22.02.2019","26751,59236","15"
"Ось 3519.21.00.025","16.04.2019","26751,59236","21"
"Ось 3519.21.00.025","08.07.2019","26751,59236","2"
"Ось 3519.21.00.025","2021-04-05 00:00:00","10318,47134","8"
"Ось 3519.21.00.025","11.07.2019","26751,59236","5"
"Ось 3519.21.00.025","08.11.2019","26751,59236","15"
"Ось 3519.21.00.025","04.06.2021","26751,59236","14"
"Ось 3519.21.00.025","08.08.2018","12101,91083","20"
"Ось 3519.21.00.025","11.03.2020","9299,363057","6"
"Ось 3519.21.00.025","2021-10-22 00:00:00","18280,25478","6"
"Ось 3519.21.00.025","07.12.2018","9299,363057","8"
"Ось 3519.21.00.025","2020-12-15 00:00:00","9299,363057","6"
"Ось 3519.21.00.025","2020-07-10 00:00:00","9299,363057","4"
"Ось 3519.21.00.025","2019-11-15 00:00:00","26751,59236","15"
"Ось 3519.21.00.025","2020-09-14 00:00:00","9299,363057","6"
"Ось 3519.21.00.025","2021-03-31 00:00:00","26751,59236","6"
"Ось 3519.21.00.025","2020-09-05 00:00:00","9299,363057","6"
"Ось 3519.21.00.025","2021-07-02 00:00:00","26751,59236","14"
"Ось 3519.21.00.025","2019-07-15 00:00:00","26751,59236","6"
"Ось 3519.21.00.025","2019-07-15 00:00:00","26751,59236","3"
"Ось 3519.21.00.025","2019-04-20 00:00:00","26751,59236","15"
"Ось 3519.21.00.025","2020-10-15 00:00:00","9299,363057","6"
"Ось 3519.21.00.025","2019-04-15 00:00:00","26751,59236","6"
"Ось 3519.21.00.025","2019-02-15 00:00:00","26751,59236","9"
"Ось 3519.21.00.025","2019-01-25 00:00:00","26751,59236","6"
"ОСЬ 3519.21.00.025","2016-12-30 00:00:00","9299,363057","1"
"ОСЬ 3519.21.00.025","2016-12-30 00:00:00","9299,363057","19"
"ОСЬ 3519.21.00.025","2017-12-06 00:00:00","9299,363057","5"
"ОСЬ 3519.21.00.025","2017-12-06 00:00:00","9299,363057","5"
"ОСЬ 3519.21.00.025","2016-06-10 00:00:00","9299,363057","2"
"ОСЬ 3519.21.00.025","2016-06-10 00:00:00","9299,363057","19"
"Ось 3532.21.00.012","2019-05-20 00:00:00","12415,28662","22"
"Ось 3532.21.00.012","07.06.2018","11783,43949","10"
"Ось 3532.21.00.012","2019-07-05 00:00:00","12415,28662","5"
"Ось 3532.21.00.012","2019-05-15 00:00:00","12415,28662","3"
"Ось 3536.03.00.001","2021-06-15 00:00:00","251592,3567","1"
"Ось 3536.03.00.001","2019-07-15 00:00:00","361656,6879","1"
"Ось 3536.03.00.001","2021-05-15 00:00:00","251592,3567","1"
"Ось 3536.03.00.001","2019-04-14 00:00:00","361656,6879","1"
"Ось 3536.03.00.001","2019-10-15 00:00:00","361656,6879","1"
"Ось 3536.03.00.001","2019-11-15 00:00:00","361656,6879","1"
"Ось 3536.03.00.001","07.12.2018","189808,9172","2"
"Ось 3536.03.00.001","12.05.2021","251592,3567","1"
"Ось 3536.03.00.001","14.11.2019","361656,6879","1"
"Ось 3536.03.00.001","2019-04-15 00:00:00","361656,6879","1"
"Ось 3536.03.00.001","2019-11-11 00:00:00","361656,6879","1"
"Ось 3536.03.00.001","09.10.2019","361656,6879","1"
"Ось 3536.03.00.001","05.08.2019","361656,6879","1"
"Ось 3536.03.00.001","05.07.2019","361656,6879","1"
"Ось 3536.03.00.001","2019-05-15 00:00:00","361656,6879","1"
