"Наименование","ДатаПоставки","Цена","ОбъемЗаказа"
"Адаптер Atlas 3363094238","02.03.2018","4514,799363","2"
"Адаптер Atlas 3363094238","2018-03-01 00:00:00","4246,101911","2"
"Амортизатор  3546.03.04.012","2018-11-30 00:00:00","18047,7707","8"
"АМОРТИЗАТОР 041-55.04.1210","2016-11-30 00:00:00","891,7197452","3"
"АМОРТИЗАТОР 041-55.04.1210","2017-11-20 00:00:00","1100,636943","4"
"АМОРТИЗАТОР 041-55.04.1210","2016-11-30 00:00:00","891,7197452","1"
"АМОРТИЗАТОР 041-55.04.1210","2017-11-20 00:00:00","1100,636943","4"
"АМОРТИЗАТОР 041-55.04.1210","2017-11-25 00:00:00","1242,038217","8"
"АМОРТИЗАТОР 041-55.04.1210","2017-11-20 00:00:00","1100,636943","4"
"АМОРТИЗАТОР 041-55.04.1210","2017-11-20 00:00:00","1100,636943","4"
"АМОРТИЗАТОР 041-55.04.1210","2016-11-10 00:00:00","891,7197452","12"
"Амортизатор 041.55.04.1210","2018-04-10 00:00:00","1100,636943","4"
"Аппарат погл. 587100008","2018-12-07 00:00:00","38050,95541","2"
"Аппарат погл. ПМКП-110 587100008 ","30.08.2019","20382,80255","4"
"Аппарат погл. ПМКП-110 587100008 ","2020-10-02 00:00:00","20382,80255","3"
"Аппарат погл. ПМКП-110 587100008 ","29.11.2018","38050,95541","2"
"Аппарат погл. ПМКП-110 587100008 ","2019-09-10 00:00:00","20382,80255","4"
"Аппарат погл. ПМКП-110 587100008 ","07.09.2020","20382,80255","3"
"Балка рукояти 3711.38.01.000","2018-12-07 00:00:00","4451326,115","1"
"Балка рукояти 3711.38.01.000 ","2023-12-31 00:00:00","4467796,178","1"
"Балка рукояти 3711.38.01.000 ","2021-07-15 00:00:00","3305732,484","1"
"Балка рукояти 3711.38.01.000 ","14.12.2018","4451326,115","1"
"Балка рукояти 3711.38.01.000 ","2022-01-10 00:00:00","4467796,178","1"
"Балка рукояти 3711.38.01.000 ","2023-12-31 00:00:00","4467796,178","1"
"Баллон Atlas 9779100019","30.12.2017","3311,503185","2"
"Баллон Atlas 9779100019","2018-03-01 00:00:00","3226,095541","2"
"Барабан  3537.35.05.000","2019-04-07 00:00:00","1178508,28","1"
"Барабан  3546.00.04.250","2018-09-30 00:00:00","157077,0701","1"
"Барабан 1085.53.115 ","2019-10-15 00:00:00","9133,757962","2"
"Барабан 1085.53.115 ","16.10.2019","9133,757962","2"
"БАРАБАН 3532.10.04.001","2017-05-30 00:00:00","274222,9299","1"
"БАРАБАН 3532.10.04.001","2017-07-05 00:00:00","274222,9299","1"
"БАРАБАН 3532.10.04.001","2017-03-02 00:00:00","274222,9299","1"
"Барабан 3532.10.04.001 ","03.04.2018","274222,9299","1"
"Барабан 3537.35.05.000","2019-12-15 00:00:00","1496815,287","1"
"Барабан 3537.35.05.000","2019-04-25 00:00:00","1496815,287","1"
"Барабан 3547.00.04.410 ","2019-08-05 00:00:00","16878,98089","1"
"Барабан 3547.00.04.410 ","26.07.2019","16878,98089","1"
"БАРАБАН КАБЕЛЬНЫЙ 3537.35.05.000","2017-05-18 00:00:00","1199019,108","1"
"Блок-шестерня  3532.10.01.300","2018-07-15 00:00:00","1151280,255","1"
"Блок-шестерня  3532.10.01.300","2018-03-30 00:00:00","808917,1975","1"
"Блок-шестерня  3532.10.01.300","2019-07-10 00:00:00","1234543,949","6"
"Блок-шестерня  3532.10.01.300","2018-11-05 00:00:00","541401,2739","1"
"Блок-шестерня  3532.10.01.300","2018-11-30 00:00:00","541401,2739","1"
"Блок-шестерня  3532.10.01.300","2018-03-29 00:00:00","808917,1975","1"
"Блок-шестерня  3532.10.01.300","2019-05-20 00:00:00","700636,9427","6"
"Блок-шестерня  3532.10.01.300","2019-03-31 00:00:00","812101,9108","6"
"Блок-шестерня 3532.10.01.300","12.08.2019","541401,2739","1"
"Блок-шестерня 3532.10.01.300","2020-01-15 00:00:00","812101,9108","1"
"Блок-шестерня 3532.10.01.300","2019-06-10 00:00:00","541401,2739","1"
"Блок-шестерня 3532.10.01.300","08.07.2019","812101,9108","2"
"Блок-шестерня 3532.10.01.300","15.05.2019","541401,2739","1"
"Блок-шестерня 3532.10.01.300","18.05.2019","812101,9108","1"
"Блок-шестерня 3532.10.01.300","25.02.2019","541401,2739","1"
"Блок-шестерня 3532.10.01.300","23.03.2019","812101,9108","1"
"Блок-шестерня 3532.10.01.300","2019-03-30 00:00:00","541401,2739","1"
"Блок-шестерня 3532.10.01.300","2019-04-30 00:00:00","541401,2739","1"
"Блок-шестерня 3532.10.01.300","2019-02-15 00:00:00","812101,9108","1"
"Блок-шестерня 3532.10.01.300","2019-11-15 00:00:00","812101,9108","1"
"Блок-шестерня 3532.10.01.300","2019-05-15 00:00:00","812101,9108","1"
"Блок-шестерня 3532.10.01.300","2019-07-15 00:00:00","812101,9108","2"
"БЛОК-ШЕСТЕРНЯ 3532.10.01.300 ","2016-04-15 00:00:00","449926,1146","1"
"БЛОК-ШЕСТЕРНЯ 3532.10.01.300 ","2017-03-10 00:00:00","993859,8726","2"
"БЛОК-ШЕСТЕРНЯ С ПОДШ. 3532.10.01.300СБ","2018-03-10 00:00:00","317834,3949","1"
"БЛОК-ШЕСТЕРНЯ С ПОДШ. 3532.10.01.300СБ","2018-07-10 00:00:00","317834,3949","1"
"БЛОК-ШЕСТЕРНЯ С ПОДШ. 3532.10.01.300СБ","2017-11-10 00:00:00","567515,9236","1"
"БЛОК-ШЕСТЕРНЯ С ПОДШ. 3532.10.01.300СБ","2017-03-20 00:00:00","567515,9236","1"
"БЛОК-ШЕСТЕРНЯ С ПОДШ. 3532.10.01.300СБ","2018-08-30 00:00:00","567515,9236","1"
"БЛОК-ШЕСТЕРНЯ С ПОДШ. 3532.10.01.300СБ","2018-08-30 00:00:00","567515,9236","1"
"БЛОК-ШЕСТЕРНЯ С ПОДШ. 3532.10.01.300СБ","2017-10-15 00:00:00","567515,9236","1"
"БЛОК-ШЕСТЕРНЯ С ПОДШ. 3532.10.01.300СБ","2018-03-15 00:00:00","317834,3949","1"
"БЛОК-ШЕСТЕРНЯ С ПОДШ. 3532.10.01.300СБ","2017-03-02 00:00:00","567515,9236","1"
"Блок  3536.03.00.150","2019-06-09 00:00:00","494894,9045","4"
"Блок  3536.03.00.150","","267515,9236","4"
"Блок  3536.03.00.150","2018-12-10 00:00:00","318471,3376","1"
"Блок  3536.03.03.000","2019-04-30 00:00:00","1143312,102","1"
"Блок  3536.03.03.000","2019-01-21 00:00:00","1954091,083","1"
"БЛОК 1080.02.30 УРАВНИТЕЛЬНЫЙ","2018-05-05 00:00:00","19108,28025","1"
"БЛОК 1080.02.30 УРАВНИТЕЛЬНЫЙ","2018-05-05 00:00:00","19108,28025","1"
"Блок 1080.10.45 ","2020-04-25 00:00:00","11464,96815","2"
"Блок 11077.26.06","2021-10-20 00:00:00","106305,7325","1"
"Блок 11077.26.06","04.08.2018","189490,4459","1"
"Блок 11077.26.06","20.10.2021","106305,7325","1"
"Блок 11077.26.06","15.05.2018","189490,4459","1"
"Блок 11077.26.06","2021-12-05 00:00:00","106305,7325","1"
"Блок 3519.21.00.008","2019-02-15 00:00:00","156007,6433","1"
"Блок 3519.21.00.008","2019-11-15 00:00:00","156007,6433","1"
"Блок 3519.21.00.008","2019-05-15 00:00:00","107643,3121","2"
"Блок 3519.21.00.008","15.11.2019","156007,6433","1"
"Блок 3519.21.00.008","11.06.2019","107643,3121","2"
"Блок 3519.21.00.008","31.08.2019","107643,3121","1"
"Блок 3519.21.00.008","2020-03-15 00:00:00","107643,3121","3"
"Блок 3519.21.00.008","2019-04-15 00:00:00","156007,6433","1"
"Блок 3519.21.00.008","2019-07-15 00:00:00","156007,6433","1"
"Блок 3519.21.00.008","2019-08-30 00:00:00","107643,3121","1"
"Блок 3519.21.00.011","2019-04-30 00:00:00","107643,3121","1"
"Блок 3519.21.00.011","2019-06-20 00:00:00","156055,414","1"
"Блок 3519.21.00.011","2019-05-15 00:00:00","107643,3121","1"
"Блок 3519.21.00.011","2019-10-25 00:00:00","156055,414","1"
"Блок 3519.21.00.011","2019-11-16 00:00:00","107643,3121","1"
"Блок 3519.21.00.011","26.02.2020","107643,3121","4"
"Блок 3519.21.00.011","19.02.2019","156055,414","1"
"Блок 3519.21.00.011","28.02.2018","83133,75796","2"
"Блок 3519.21.00.011","2020-03-15 00:00:00","107643,3121","4"
"Блок 3519.21.00.011","2019-05-15 00:00:00","107643,3121","5"
"Блок 3519.21.00.011","2019-02-15 00:00:00","156055,414","1"
"Блок 3519.21.00.011","2019-04-15 00:00:00","156055,414","1"
"Блок 3519.21.00.011","2019-07-15 00:00:00","156055,414","1"
"Блок 3519.21.00.011","2019-11-15 00:00:00","156055,414","1"
"Блок 3519.21.00.011","2019-04-30 00:00:00","107643,3121","1"
"БЛОК 3519.21.00.011","2018-02-25 00:00:00","83133,75796","2"
"БЛОК 3519.21.00.011","2016-06-30 00:00:00","121063,6943","1"
"Блок 3536.03.00.150","2019-04-30 00:00:00","267515,9236","1"
"Блок 3536.03.00.150","01.07.2019","267515,9236","1"
"Блок 3536.03.00.150","2019-02-20 00:00:00","267515,9236","1"
"Блок 3536.03.00.150","2019-07-30 00:00:00","267515,9236","1"
"Блок 3536.03.00.150","06.10.2021","308917,1975","2"
"Блок 3536.03.00.150","27.06.2018","318471,3376","1"
"Блок 3536.03.00.150","2021-09-10 00:00:00","308917,1975","2"
"Блок 3536.03.00.150","2020-02-15 00:00:00","267515,9236","1"
"Блок 3536.03.03.000","2019-04-15 00:00:00","1954091,083","1"
"Блок 3536.03.03.000","17.04.2019","1954091,083","1"
"Блок 3536.03.03.000","2022-06-05 00:00:00","1891794,268","2"
"Блок 3537.03.04.300 ","2022-01-10 00:00:00","1539523,567","2"
"Блок 3537.03.04.300 ","2023-12-31 00:00:00","769761,7834","2"
"Блок 3537.03.04.300 ","2023-12-31 00:00:00","769761,7834","2"
"Блок 3537.03.04.300 ","2022-01-10 00:00:00","769761,7834","2"
"БЛОК В СБОРЕ 3536.03.00.150 ","2017-11-30 00:00:00","400140,1274","2"
"БЛОК В СБОРЕ 3536.03.00.150 ","2017-04-10 00:00:00","400140,1274","2"
"Блок головной 3548.03.03.000 ","2019-04-30 00:00:00","724033,758","2"
"Блок головной 3548.03.03.000 ","06.05.2019","724033,758","2"
"БЛОК НАПОР.ВАЛА 11075.05.300-1 СБ","2017-04-10 00:00:00","2206423,567","1"
"БЛОК НАПОР.ВАЛА 11075.05.300-1 СБ","2016-06-10 00:00:00","2206423,567","1"
"БЛОК ОТКЛОН 11077.03.500","2018-10-22 00:00:00","192416,5605","1"
"Блок отклон. 11077.03.500 ","31.01.2019","192416,5605","1"
"Блок ТРМЗ 11077.26.06","2018-08-15 00:00:00","189490,4459","1"
"Блок ТРМЗ 11077.26.06","2018-12-10 00:00:00","189490,4459","1"
"Блок ТРМЗ 11077.26.06","2018-12-10 00:00:00","189490,4459","1"
"Блок ТРМЗ 3519.21.00.008","2019-01-21 00:00:00","156007,6433","4"
"Блок ТРМЗ 3519.21.00.008","2018-03-10 00:00:00","42038,21656","1"
"Блок ТРМЗ 3519.21.00.008","2018-04-29 00:00:00","47770,70064","1"
"Блок ТРМЗ 3519.21.00.008","2019-08-08 00:00:00","107643,3121","4"
"Блок ТРМЗ 3519.21.00.008","2018-03-15 00:00:00","42038,21656","1"
"Блок ТРМЗ 3519.21.00.011","2019-06-19 00:00:00","107643,3121","4"
"Блок ТРМЗ 3519.21.00.011","2018-06-15 00:00:00","92356,6879","3"
"Блок ТРМЗ 3519.21.00.011","2019-01-21 00:00:00","156055,414","4"
"Блок ТРМЗ 3519.21.00.011","2019-04-30 00:00:00","107643,3121","2"
"БЛОК УПР БРТИ ЮР 2990","2017-05-05 00:00:00","66624,20382","1"
"БЛОК УПР БРТИ ЮР 2990","2016-09-20 00:00:00","66878,98089","1"
"БЛОК УПР БРТИ ЮР 2990","2016-04-30 00:00:00","66878,98089","1"
"БЛОК УПР БУВ2.00.00.00 ОЭ","2016-09-25 00:00:00","96050,95541","2"
"БЛОК УПР ОЭ БЦУ 1.01.00.00","2016-09-25 00:00:00","20668,78981","2"
"БЛОК УПР ОЭ БЦУ 1.01.00.00","2017-03-10 00:00:00","20668,78981","2"
"БЛОК УПР ОЭ БЦУ 1.01.00.00","2017-05-20 00:00:00","21114,64968","2"
"Блок управления БТОВ ","2021-04-05 00:00:00","2420,382166","2"
"Блок управления Робитекс ЮР-2990","2018-11-15 00:00:00","75732,48408","3"
"Блок управления Э.НЛ.0024","07.09.2020","202515,9236","1"
"Блок управления Э.НЛ.0024","2020-10-12 00:00:00","202515,9236","1"
"Блок управления ЮР-2990","08.11.2018","75732,48408","3"
"Блок управления ЮР-2990","2020-12-25 00:00:00","72452,2293","1"
"Блок управления ЮР-2990","2020-11-25 00:00:00","72452,2293","1"
"БЛОК,3519.21.00.008","2018-02-25 00:00:00","83133,75796","2"
"Блоки голов. 3537.03.03.000 ","2022-01-10 00:00:00","4313715,287","1"
"Блоки голов. 3537.03.03.000 ","2023-12-31 00:00:00","4313715,287","1"
"Блоки голов. 3537.03.03.000 ","2023-12-31 00:00:00","4313715,287","1"
"Блоки голов. 3711.03.05.000-01 ","2019-06-17 00:00:00","5209426,752","1"
"Блоки голов. 3711.03.05.000-01 ","2023-12-31 00:00:00","5521187,898","1"
"Блоки голов. 3711.03.05.000-01 ","2023-12-31 00:00:00","5521187,898","1"
"Блоки голов. 3711.03.05.000-01 ","2022-01-10 00:00:00","5521187,898","1"
"Блоки голов. 3711.03.05.000-01 ","2021-08-04 00:00:00","4926832,484","1"
"Блоки голов. 3711.03.05.000-01 ","2022-01-10 00:00:00","4926832,484","1"
"БЛОКИ ГОЛОВНЫЕ 3536.03.03.000 ","2017-01-10 00:00:00","1432560,51","1"
"БЛОКИ ГОЛОВНЫЕ 3536.03.03.000 ","2017-07-20 00:00:00","1432560,51","1"
"Болт 1080.20.441-2 ","2019-10-15 00:00:00","891,7197452","36"
"Болт 3-308513-03","2019-03-28 00:00:00","277,7070064","250"
"Болт 3-308513-03","2021-02-20 00:00:00","277,7070064","540"
"Болт 3-308513-05","2021-02-20 00:00:00","331,2101911","80"
"Болт 3-308513-07","2021-02-20 00:00:00","312,1019108","80"
"Болт 3537.03.01.009-01","2019-01-15 00:00:00","8877,070064","25"
"Болт 3537.03.01.009-01","2018-12-27 00:00:00","8877,070064","1"
"Болт 3537.03.01.009-01","2019-01-15 00:00:00","8877,070064","25"
"Болт 3537.03.01.009-01 ","2020-02-20 00:00:00","6210,191083","16"
"Болт 3537.03.01.009-01 ","2020-12-25 00:00:00","3410,828025","6"
"Болт 3537.03.01.009-01 ","2021-07-10 00:00:00","3410,828025","26"
"Болт 3537.03.01.009-01 ","12.12.2020","3410,828025","11"
"Болт 3537.03.01.009-01 ","2020-04-10 00:00:00","3410,828025","20"
"Болт 3537.03.01.009-01 ","2019-12-20 00:00:00","3410,828025","12"
"Болт 3537.03.01.009-01 ","20.05.2019","3410,828025","10"
"Болт 3537.03.01.009-01 ","2020-12-25 00:00:00","3410,828025","5"
"Болт 3537.03.01.009-01 ","2019-06-10 00:00:00","3410,828025","10"
"Болт 3537.03.01.009-01 ","2021-01-30 00:00:00","3410,828025","16"
"БОЛТ 3711.01.02.008 ","2016-11-15 00:00:00","1974,522293","10"
"БОЛТ 3711.01.02.008 ","2016-10-05 00:00:00","2299,363057","10"
"БОЛТ M42Х200","2021-09-14 00:00:00","375,7961783","20"
"БОЛТ M56Х190 3532.10.00.006 0","2016-06-10 00:00:00","583,4394904","20"
"БОЛТ M56Х190 3532.10.00.006 0","2016-11-15 00:00:00","583,4394904","20"
"БОЛТ ЖАИЕ.758124.002","2016-11-15 00:00:00","222,9299363","100"
"БОЛТ ЖАИЕ.758124.002-01","2016-11-15 00:00:00","222,9299363","100"
"Болт М42х150.58 ","02.03.2021","605,0955414","20"
"Болт М42х150.58 ","2020-04-05 00:00:00","605,0955414","20"
"Болт М42х150.58 ","13.03.2020","605,0955414","20"
"Болт М42х150.58 ","2021-03-05 00:00:00","605,0955414","20"
"Болт РК-","2021-10-24 00:00:00","904,4585987","8"
"Болт УЗТМ 1268.05.528-01","2021-09-05 00:00:00","2649,681529","24"
"БРОНЬ I ПОЯСА ККД(18),1255.15.301-1","2021-12-20 00:00:00","17707,00637","18"
"БРОНЬ I ПОЯСА ККД(18),1255.15.301-1","2022-01-15 00:00:00","17707,00637","18"
"БРОНЬ II ПОЯСА ККД(18),1255.02.303-1","2022-01-15 00:00:00","22675,15924","18"
"БРОНЬ II ПОЯСА ККД(18),1255.02.303-1","2021-12-20 00:00:00","22675,15924","18"
"БРОНЬ БАЛКИ ККД (4),1255.03.306","2021-12-20 00:00:00","88025,47771","4"
"БРОНЬ БАЛКИ ККД (4),1255.03.306","2021-11-20 00:00:00","88025,47771","8"
"БРОНЬ БАЛКИ ККД (4),1255.03.306","2022-01-15 00:00:00","88025,47771","4"
"БРОНЬ КОНУСА ВЕРХ ККД,1255.05.343-1","2022-01-15 00:00:00","242929,9363","1"
"БРОНЬ КОНУСА ВЕРХ ККД,1255.05.343-1","2021-11-20 00:00:00","242929,9363","2"
"БРОНЬ КОНУСА ВЕРХ ККД,1255.05.343-1","2022-01-15 00:00:00","242929,9363","1"
"БРОНЬ КОНУСА НИЖ ККД,ККД 1255.05.341-1","2022-01-15 00:00:00","522611,465","1"
"БРОНЬ КОНУСА НИЖ ККД,ККД 1255.05.341-1","2021-11-20 00:00:00","522611,465","2"
"БРОНЬ КОНУСА НИЖ ККД,ККД 1255.05.341-1","2022-01-15 00:00:00","522611,465","1"
"БРОНЬ КОНУСА СРЕД ККД,1255.05.342-1","2022-01-15 00:00:00","356815,2866","1"
"БРОНЬ КОНУСА СРЕД ККД,1255.05.342-1","2022-01-15 00:00:00","356815,2866","1"
"БРОНЬ КОНУСА СРЕД ККД,1255.05.342-1","2021-11-20 00:00:00","356815,2866","2"
"БУП БДК1.03.00.00 ","2021-10-05 00:00:00","49554,14013","1"
"Вал-ведущий  черт.3550.05.02.046-02","","509554,1401","2"
"Вал-ведущий  черт.3550.05.02.046-02","2019-07-10 00:00:00","709210,1911","2"
"ВАЛ-ШЕСТЕРНЯ 1-Я ПЕРЕДАЧА 3536.08.01.001","2017-05-30 00:00:00","79617,83439","1"
"ВАЛ-ШЕСТЕРНЯ 1-Я ПЕРЕДАЧА 3536.08.01.001","2017-03-02 00:00:00","115414,0127","1"
"ВАЛ-ШЕСТЕРНЯ 1-Я ПЕРЕДАЧА 3536.08.01.001","2017-03-20 00:00:00","115414,0127","1"
"ВАЛ-ШЕСТЕРНЯ 11075.16.504","2018-09-15 00:00:00","362458,5987","4"
"Вал-шестерня 11075.16.504 ","09.03.2019","362458,5987","1"
"Вал-шестерня 11077.26.07 ","2019-04-30 00:00:00","186624,2038","1"
"ВАЛ-ШЕСТЕРНЯ 3519.05.02.083","2017-07-20 00:00:00","261464,9682","2"
"ВАЛ-ШЕСТЕРНЯ 3519.05.02.083","2016-12-25 00:00:00","191082,8025","2"
"ВАЛ-ШЕСТЕРНЯ 3519.05.02.083","2017-04-20 00:00:00","191082,8025","2"
"ВАЛ-ШЕСТЕРНЯ 3519.05.02.083","2016-06-30 00:00:00","165605,0955","2"
"ВАЛ-ШЕСТЕРНЯ 3519.05.02.083","2016-12-17 00:00:00","191082,8025","2"
"ВАЛ-ШЕСТЕРНЯ 3532.10.01.011 ","2017-08-15 00:00:00","115828,0255","2"
"ВАЛ-ШЕСТЕРНЯ 3532.10.01.011 ","2017-07-01 00:00:00","182424,2038","1"
"ВАЛ-ШЕСТЕРНЯ 3532.10.01.011 ","2017-08-05 00:00:00","115828,0255","1"
"ВАЛ-ШЕСТЕРНЯ 3532.10.01.011 ","2016-07-22 00:00:00","75210,19108","2"
"ВАЛ-ШЕСТЕРНЯ 3532.10.01.011 ","2017-07-23 00:00:00","116560,5096","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-09-10 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-10-08 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-11-10 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-11-15 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-11-15 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-11-15 00:00:00","147133,758","2"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-11-15 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-11-15 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-11-15 00:00:00","147133,758","4"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-09-30 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-12-30 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-12-30 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-12-30 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-12-30 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2017-08-10 00:00:00","280273,8854","2"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2017-01-31 00:00:00","280273,8854","8"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-07-10 00:00:00","147133,758","2"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-07-22 00:00:00","136834,3949","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-08-10 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-08-10 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-06-20 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-06-20 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-06-20 00:00:00","147133,758","4"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2017-10-01 00:00:00","280273,8854","2"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-11-20 00:00:00","157433,121","2"
"ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ","2016-06-20 00:00:00","147133,758","1"
"ВАЛ-ШЕСТЕРНЯ 3537.11.01.029","2017-08-05 00:00:00","20738,8535","3"
"ВАЛ-ШЕСТЕРНЯ 3537.11.01.029","2018-05-25 00:00:00","29298,08917","2"
"ВАЛ-ШЕСТЕРНЯ 3537.11.01.029","2017-07-01 00:00:00","29298,08917","2"
"Вал-шестерня 3537.67.01.023 ","2021-05-20 00:00:00","502547,7707","1"
"Вал-шестерня 3537.67.01.023 ","2021-12-20 00:00:00","502547,7707","2"
"Вал-шестерня 3537.67.01.023 ","2021-12-15 00:00:00","502547,7707","2"
"Вал-шестерня 3537.67.01.023 ","2021-06-20 00:00:00","502547,7707","1"
"Вал-шестерня 3537.67.01.023 ","2019-10-30 00:00:00","776133,758","1"
"Вал-шестерня 3537.67.01.023 ","28.07.2020","429936,3057","2"
"Вал-шестерня 3537.67.01.023 ","12.07.2021","502547,7707","1"
"Вал-шестерня 3537.67.01.023 ","16.08.2021","502547,7707","1"
"Вал-шестерня 3537.67.01.023 ","2020-08-05 00:00:00","429936,3057","2"
"Вал-шестерня 3550.11.01.002 ","11.08.2020","526296,8153","2"
"Вал-шестерня 3550.11.01.002 ","12.07.2021","445859,8726","2"
"Вал-шестерня 3550.11.01.002 ","2021-05-20 00:00:00","445859,8726","2"
"Вал-шестерня 3550.11.01.002 ","2021-05-20 00:00:00","526296,8153","2"
"Вал-шестерня 3550.11.01.002 ","2020-08-11 00:00:00","526296,8153","2"
"Вал-шестерня 3550.11.01.002 ","2021-05-20 00:00:00","526296,8153","2"
"Вал-шестерня 3588.05.10.015 ","2021-08-25 00:00:00","261146,4968","1"
"Вал-шестерня Z=12 черт.3537.67.01.023","","475796,1783","2"
"Вал-шестерня Z=12 черт.3537.67.01.023","2019-06-10 00:00:00","776133,121","2"
"Вал  1080.05.341-1","2018-07-13 00:00:00","36942,67516","1"
"Вал  1080.28.19-1","2018-08-30 00:00:00","14012,73885","1"
"Вал  1080.33.51","2018-11-20 00:00:00","35031,84713","1"
"Вал  3519.05.02.083","2018-02-15 00:00:00","245222,9299","2"
"Вал  3519.05.02.083","2018-08-30 00:00:00","171974,5223","2"
"Вал  3519.05.02.083","2019-06-19 00:00:00","264331,2102","10"
"Вал  3519.05.02.083","2019-06-10 00:00:00","367116,5605","10"
"Вал  3519.05.02.083","2018-11-05 00:00:00","222929,9363","4"
"Вал  3519.05.02.083","2019-08-30 00:00:00","171974,5223","2"
"Вал  3519.05.02.083","2018-05-31 00:00:00","245222,9299","2"
"Вал  3519.05.02.083","2018-07-15 00:00:00","171974,5223","2"
"Вал  3519.05.02.083","2018-02-10 00:00:00","5818,11465","1"
"Вал  3519.05.02.083","2019-01-15 00:00:00","197452,2293","1"
"Вал  3519.05.02.083","2017-12-29 00:00:00","337834,3949","1"
"Вал  3519.05.02.083","2018-04-20 00:00:00","197452,2293","2"
"Вал  3519.05.02.083","2018-02-28 00:00:00","367116,5605","1"
"Вал  3519.05.02.083","2018-03-10 00:00:00","171974,5223","2"
"Вал  3519.05.02.083","2018-11-05 00:00:00","171974,5223","2"
"Вал  3519.05.02.083","2018-08-15 00:00:00","367116,5605","2"
"Вал  3532.10.01.011","","112101,9108","6"
"Вал  3532.10.01.011","2019-06-10 00:00:00","248264,3312","6"
"Вал  3532.10.01.011","2018-07-05 00:00:00","115923,5669","1"
"Вал  3532.10.01.011","2019-03-01 00:00:00","128025,4777","6"
"Вал  3536.08.01.001","2018-08-30 00:00:00","82324,84076","1"
"Вал  3536.08.01.001","2019-05-10 00:00:00","168789,8089","6"
"Вал  3536.08.01.001","2019-05-20 00:00:00","82802,54777","6"
"Вал  3536.08.01.001","2018-07-05 00:00:00","71337,57962","1"
"Вал  3536.08.01.001","2018-11-15 00:00:00","168789,8089","1"
"Вал  3536.10.01.200","2019-03-31 00:00:00","901273,8854","4"
"Вал  3536.10.01.200","2019-05-20 00:00:00","1904458,599","4"
"Вал  3536.10.01.200","2019-07-10 00:00:00","1281210,828","4"
"Вал  3536.10.01.201","2019-03-31 00:00:00","191082,8025","1"
"Вал  3536.11.01.002","2018-09-05 00:00:00","156050,9554","2"
"Вал  3536.11.01.002","2018-08-30 00:00:00","156050,9554","1"
"Вал  3536.11.01.002","2018-09-30 00:00:00","156050,9554","4"
"Вал  3536.11.01.002","2018-10-30 00:00:00","321656,051","1"
"Вал  3536.11.01.002","2018-11-05 00:00:00","321656,051","6"
"Вал  3536.11.01.002","2018-03-10 00:00:00","156050,9554","1"
"Вал  3536.11.01.002","2018-04-15 00:00:00","156050,9554","4"
"Вал  3536.11.01.002","2018-07-06 00:00:00","321656,051","4"
"Вал  3536.11.01.002","2018-11-06 00:00:00","150318,4713","2"
"Вал  3536.11.01.002","2018-07-15 00:00:00","150318,4713","4"
"Вал  3536.11.01.002","2018-08-10 00:00:00","207101,9108","2"
"Вал  3536.11.01.002","2018-06-15 00:00:00","321656,051","2"
"Вал  3536.11.01.002","2019-05-20 00:00:00","238853,5032","24"
